pmid,title,text,source,doc_id
,Oxidative Stress as a Central Mechanistic Bridge Between Alzheimer's and Vascular Pathologies in Mixed Dementia: Emerging Evidence and Therapeutic Perspectives.,"neuroprotective and anti-inflammatory effects via the nrf2 pathway, suggesting promising avenues for multimodal treatment. integrating oxidative, vascular, and neurodegenerative paradigms is essential for advancing diagnostic precision and developing targeted interventions capable of addressing the complex pathophysiology of mixed dementia.",biorxiv,41595595.0
,Evaluation of the Combined Therapeutic Potential of Turmeric and Donepezil on the Cholinergic System in a Mouse Model of AD-like Pathology.,"the multifactorial pathogenesis of alzheimer s disease (ad) makes effective prevention and treatment challenging. integrative medicine presents a promising approach by complementing conventional treatments with neuroprotective nutraceuticals. this study investigates the individual and combinatorial effects of turmeric, a neuroprotective herb, and donepezil, an acetylcholinesterase (ache) inhibitor, on cognitive functions in a scopolamine-induced amnesic mouse model. molecular interactions of curcuminoids and donepezil with ache were analyzed using autodock vina and amber22. in animal model studies, amnesia was induced in balb c mice via subcutaneous injections of scopolamine (1mg kg day) for a duration of 25 days. from the 11th day onwards, the turmeric rhizome powder (20mg kg day) and donepezil (0.5mg kg day) were orally administered as monotherapies or in combination. cognitive functions were assessed through behavior tests. molecular docking and dynamics simulations revealed that curcuminoids (curcumin, bisdemethoxycurcumin, and desmethoxycurcumin) inhibited ache more effectively than donepezil. animal studies demonstrated significant enhancements in spatial, reference, recognition, and contextual fear memories, with both turmeric and donepezil monotherapies, and their combination therapy. no significant differences were observed between monotherapies, and no additive effect was evident in the combination therapy. co-administration of turmeric and donepezil did not yield a significant additive effect on cognitive improvement",biorxiv,41588589.0
,Evaluation of the Combined Therapeutic Potential of Turmeric and Donepezil on the Cholinergic System in a Mouse Model of AD-like Pathology.,"in spatial, reference, recognition, and contextual fear memories, with both turmeric and donepezil monotherapies, and their combination therapy. no significant differences were observed between monotherapies, and no additive effect was evident in the combination therapy. co-administration of turmeric and donepezil did not yield a significant additive effect on cognitive improvement in scopolamine-induced amnesic mice. turmeric monotherapy showed cognitive improvements comparable to those of donepezil monotherapy, highlighting its potential as a candidate therapy for donepezil-resistant ad. turmeric monotherapy improved cognitive performance similarly to donepezil monotherapy in scopolamine-induced amnesic mice. these preliminary findings require further research, including dose optimization and clinical trials, to establish their clinical relevance.",biorxiv,41588589.0
,Melatonin as a Guardian of Mitochondria: Mechanisms and Therapeutic Potential in Neurodegenerative Diseases.,"mitochondrial dysfunction is a key early pathological process in neurodegenerative diseases (nds), leading to oxidative stress, impaired energy metabolism, and neuronal apoptosis prior to the onset of clinical symptoms. although mitochondria represent important therapeutic targets, effective interventions targeting mitochondrial function remain limited. this review summarizes current evidence regarding the mechanisms by which melatonin protects mitochondria and evaluates its therapeutic relevance, with a primary focus on alzheimer s disease, parkinson s disease, and huntington s disease-the major protagonists of nds-while briefly covering other nds such as amyotrophic lateral sclerosis, multiple sclerosis, and prion diseases. melatonin selectively accumulates in neuronal mitochondria and exerts neuroprotection through multiple pathways (1) direct scavenging of reactive oxygen species (ros) (2) transcriptional activation of antioxidant defenses via the sirt3 and nrf2 pathways (3) regulation of mitochondrial dynamics through drp1 and opa1 and (4) promotion of pink1- and parkin-mediated mitophagy. additionally, melatonin exhibits context-dependent pleiotropy under conditions of mild mitochondrial stress, it restores mitochondrial homeostasis under conditions of severe mitochondrial damage, it promotes pro-survival autophagy by inhibiting the pi3k akt mtor pathway, thereby conferring stage-specific therapeutic advantages. overall, melatonin offers a sophisticated mitochondria-targeting strategy for the treatment of nds. however, successful clinical translation requires clarification of receptor-dependent signaling",biorxiv,41594924.0
,Melatonin as a Guardian of Mitochondria: Mechanisms and Therapeutic Potential in Neurodegenerative Diseases.,"mild mitochondrial stress, it restores mitochondrial homeostasis under conditions of severe mitochondrial damage, it promotes pro-survival autophagy by inhibiting the pi3k akt mtor pathway, thereby conferring stage-specific therapeutic advantages. overall, melatonin offers a sophisticated mitochondria-targeting strategy for the treatment of nds. however, successful clinical translation requires clarification of receptor-dependent signaling pathways, development of standardized dosing strategies, and validation in large-scale randomized controlled trials.",biorxiv,41594924.0
,Enzymatic Biomarkers for Early Diagnosis of Alzheimer's Disease: Uncovering Key Targets and Mechanisms.,"alzheimer s disease (ad) is a neuronal illness that disrupts behavior, cognitive, and functional abilities. the development of ad is progressive, continuous, and irreversible, from preclinical illness to mild cognitive or even behavioral disturbance to dementia (a medical brain condition) triggered by ad. worldwide accepted hypotheses of ad are called the amyloid-cascade and hyperphosphorylated tau-cascade hypotheses, and enzymes are implicated in the pathophysiology of ad directly or indirectly. there is an implication of enzymes in the pathophysiology of ad. enzymes include proteases (e.g., neprilysin), kinases (e.g., glycogen synthase kinase-3), cholinergic enzymes (e.g., acetylcholinesterase), metalloproteinases (e.g., matrix metalloproteinases), and oxidative stress-related enzymes (e.g., superoxide dismutase). however, during abnormal or early alzheimer s disease (ad) conditions, the activity and expression of these enzymes are altered in biological samples such as blood, urine, and cerebrospinal fluid (csf) in patients with early ad when examined. these alterations in enzyme activity in early ad demonstrate the potential of these enzymes as biomarkers. early detection of ad in its early stages is crucial for effective control and treatment of the disease. existing diagnostic techniques rely mainly on neuroimaging and medical evaluation. through this technique, we can only diagnose the advanced or late stage of ad. therefore,",biorxiv,41589495.0
,Enzymatic Biomarkers for Early Diagnosis of Alzheimer's Disease: Uncovering Key Targets and Mechanisms.,"the potential of these enzymes as biomarkers. early detection of ad in its early stages is crucial for effective control and treatment of the disease. existing diagnostic techniques rely mainly on neuroimaging and medical evaluation. through this technique, we can only diagnose the advanced or late stage of ad. therefore, there is a crucial need to establish valid biomarkers that might assist in the early detection of ad. enzymatic targets have come to light as a promising alternative for the development of selective and sensitive diagnostic assays. this review aims to investigate the potential of enzymes as an enzymatic target for early ad diagnosis, emphasizing their diagnostic use and fundamental mechanisms. here, we summarize the role or implication of 25 enzymes in the pathophysiology of ad in the early stage.",biorxiv,41589495.0
,Smart Biosensing Nanomaterials for Alzheimer's Disease: Advances in Design and Drug Delivery Strategies to Overcome the Blood-Brain Barrier.,"alzheimer s disease (ad) is a progressive neurodegenerative disorder marked by persistent memory impairment and complex molecular and cellular pathological changes in the brain. current treatments, including acetylcholinesterase inhibitors and memantine, only help with symptoms for a short time and do not stop the disease from getting worse. this is mainly because these drugs do not reach the brain well and are quickly removed from the body. the blood-brain barrier (bbb) restricts the entry of most drugs into the central nervous system therefore, new methods of drug delivery are needed. nanotechnology-based drug delivery systems (ntdds) are widely studied as a potential approach to address existing therapeutic limitations. smart biosensing nanoparticles composed of polymers, lipids, and metals can be engineered to enhance drug stability, improve drug availability, and target specific brain regions. these smart nanoparticles can cross the bbb via receptor-mediated transcytosis and other transport routes, making them a promising option for treating ad. additionally, multifunctional nanocarriers enable controlled drug release and offer theranostic capabilities, supporting real-time tracking of ad treatment responses to facilitate more precise and personalized interventions. despite these advantages, challenges related to long-term safety, manufacturing scalability, and regulatory approval remain. this review discusses current ad therapies, drug-delivery strategies,",biorxiv,41590318.0
,Smart Biosensing Nanomaterials for Alzheimer's Disease: Advances in Design and Drug Delivery Strategies to Overcome the Blood-Brain Barrier.,"for treating ad. additionally, multifunctional nanocarriers enable controlled drug release and offer theranostic capabilities, supporting real-time tracking of ad treatment responses to facilitate more precise and personalized interventions. despite these advantages, challenges related to long-term safety, manufacturing scalability, and regulatory approval remain. this review discusses current ad therapies, drug-delivery strategies, recent advances in nanoparticle platforms, and prospects for translating nanomedicine into effective, disease-modifying treatments for ad.",biorxiv,41590318.0
,"Imidazo[1,2‑<i>a</i>]pyridines in Medicinal Chemistry: Recent Advances in Synthesis and Biological Activities.","imidazo- 1,2- i a i -pyridines are widely recognized scaffolds present in several marketed drugs, including the anxiolytics alpidem, saripidem, necopidem, and zolpidem, which are some of the most prescribed medications for insomnia. in this review, we analyze publication trends, which reveal exponential growth in research involving this scaffold. we highlight recent synthetic strategies (2017-2025) for the preparation of imidazo- 1,2- i a i -pyridine derivatives, such as condensation, multicomponent and tandem reactions, intramolecular cyclizations, and oxidative couplings under green conditions. in addition, we discuss innovative medicinal chemistry studies exploring their applications in the treatment of cancer, alzheimer s disease, tuberculosis, and neglected tropical diseases. significant advances have been made in identifying derivatives with potent activity against specific biological targets, including kinases, tubulin, hdacs, the cytochrome bc1 complex of i mycobacterium tuberculosis i , and key enzymes involved in the pathogenesis of alzheimer s disease, such as cholinesterases and secretases. altogether, this review consolidates the vast therapeutic potential of the imidazo- 1,2- i a i -pyridine core, emphasizing its synthetic versatility and broad spectrum of biological activities, which firmly establish it as a privileged scaffold for drug discovery.",biorxiv,41585699.0
,"Imidazo[1,2‑<i>a</i>]pyridines in Medicinal Chemistry: Recent Advances in Synthesis and Biological Activities.","altogether, this review consolidates the vast therapeutic potential of the imidazo- 1,2- i a i -pyridine core, emphasizing its synthetic versatility and broad spectrum of biological activities, which firmly establish it as a privileged scaffold for drug discovery.",biorxiv,41585699.0
,The Interplay between PKC and ELAV4 in the CNS: An Emerging Therapeutic Axis for Dementia Management.,"alzheimer s disease (ad) is the most prevalent cause of dementia, accounting for 60-80% of all cases and characterized by amyloid beta (a ) plaques and tau protein hyperphosphorylation. among the signaling mechanisms implicated in ad, protein kinase c (pkc) isoforms and neuron-specific embryonic lethal abnormal vision-4 (elav4) have gained increasing attention due to their roles in synaptic plasticity, neuroinflammation, and mrna stability. this review discusses the potential for targeting the pkc-elav4 axis to manage dementia. pkc isoforms, including pkc , , and , are involved in amyloid-beta (a ) processing, tau phosphorylation, and regulation of mitochondrial activities, whereas elav4 stabilizes mrnas that participate in both the degradation of a (e.g., neprilysin) and the synthesis of a (e.g., beta-site amyloid precursor protein cleaving enzyme 1, bace1). we reviewed 75 papers published over the last 15 years using search terms such as neuroinflammation, synaptic plasticity, mrna stability in dementia, elav, elav4, pkc, and pkc isoforms in databases including pubmed, wos, and google scholar. results were summarized, compared, and research gaps were identified during data collection and interpretation. elav4 can influence the processing of amyloid precursor protein (app), the precursor of the amyloid-beta peptide, a hallmark of ad. decreased expression of elav4",biorxiv,41572752.0
,The Interplay between PKC and ELAV4 in the CNS: An Emerging Therapeutic Axis for Dementia Management.,"pkc, and pkc isoforms in databases including pubmed, wos, and google scholar. results were summarized, compared, and research gaps were identified during data collection and interpretation. elav4 can influence the processing of amyloid precursor protein (app), the precursor of the amyloid-beta peptide, a hallmark of ad. decreased expression of elav4 in the hippocampus is associated with dementia. pkc- activates c-jun n-terminal kinase (jnk) expression, releases beclin-1 from the bcl2 beclin-1 complex, and promotes autophagy. oxidative stress and pkc regulate the mitogenactivated protein kinase (mapk) pathway, leading to tau phosphorylation and neuronal death. pkc activators and elav4 inhibitors have positive effects on cognitive function and dementia management by inhibiting neuroinflammation and neuronal apoptosis, while pkc , , inhibitors may aid in managing different forms of dementia. this review highlights research gaps and proposes future directions for targeting the pkc-elav4 axis as a novel strategy in dementia management.",biorxiv,41572752.0
,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,"alzheimer s disease (ad), the leading cause of dementia worldwide, is characterized by progressive neuronal loss, amyloid- (a ) aggregation, tau hyperphosphorylation, oxidative stress, neuroinflammation, cholinergic dysfunction, and gut-brain axis dysregulation. despite advances in anti-amyloid therapeutics, current interventions provide only modest symptomatic relief and face limitations in accessibility, cost, and long-term efficacy. plant-derived bioactive compounds, rooted in traditional medicine systems such as ayurveda and traditional chinese medicine, have gained increasing attention as multi-target therapeutic agents due to their pleiotropic actions, relative safety, and ability to cross the blood-brain barrier. this review synthesizes mechanistic and translational evidence on major phytochemicals, including withanolides ( i withania somnifera i ), curcumin ( i curcuma longa i ), ginkgolides and bilobalide ( i ginkgo biloba i ), bacosides ( i bacopa monnieri i ), ginsenosides ( i panax ginseng i ), crocin safranal ( i crocus sativus i ), epigallocatechin-3-gallate ( i camellia sinensis i ), rosmarinic acid ( i salvia officinalis i , i melissa officinalis i ), and asiaticosides ( i centella asiatica i ). these compounds exert neuroprotective effects by inhibiting a aggregation, reducing tau phosphorylation, scavenging reactive oxygen species, attenuating nf- b-mediated inflammation, modulating cholinergic signaling, enhancing synaptic plasticity via",biorxiv,41594549.0
,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,"i ), rosmarinic acid ( i salvia officinalis i , i melissa officinalis i ), and asiaticosides ( i centella asiatica i ). these compounds exert neuroprotective effects by inhibiting a aggregation, reducing tau phosphorylation, scavenging reactive oxygen species, attenuating nf- b-mediated inflammation, modulating cholinergic signaling, enhancing synaptic plasticity via brain-derived neurotrophic factor camp response element-binding protein (bdnf creb) activation, and regulating gut microbiota. multi-target approach analyses underscore their synergistic potential in targeting interconnected ad pathways. however, translation remains hindered by poor oral bioavailability, rapid metabolism, and variability in clinical outcomes. advances in delivery platforms, including liposomes, bilosomes, solid lipid nanoparticles, and nanostructured lipid carriers, are improving stability, blood-brain penetration, and therapeutic efficacy in preclinical models. collectively, plant-derived phytochemicals serve as promising, affordable, and multi-modal candidates for reshaping ad management, bridging traditional knowledge with modern therapeutic innovation.",biorxiv,41594549.0
,The Expanding Role of Non-Coding RNAs in Neurodegenerative Diseases: From Biomarkers to Therapeutic Targets.,"non-coding rnas have emerged as central regulators of gene expression in neurodegenerative diseases, offering new opportunities for diagnosis and therapy. this review synthesizes current knowledge on micrornas, long non-coding rnas, and circular rnas in alzheimer s disease, parkinson s disease, and amyotrophic lateral sclerosis, emphasizing their roles in synaptic function, proteostasis, mitochondrial biology, and neuroinflammation. we evaluate evidence supporting non-coding rnas as circulating and tissue-based biomarkers for early detection, disease monitoring, and patient stratification, and we compare analytical platforms and biofluid sources. mechanistic insights reveal how non-coding rnas modulate pathogenic protein aggregation, neuronal excitability, immune cell crosstalk, and blood-brain barrier integrity. translational efforts toward rna-targeted interventions are reviewed, including antisense oligonucleotides, small interfering rnas, mirna mimics and inhibitors, circular rna decoys, and extracellular vesicle-mediated delivery systems. we discuss pharmacological modulation, delivery challenges, safety concerns, and strategies to enhance specificity and cns penetration. finally, we outline emerging computational and multi-omics approaches to prioritize therapeutic targets and propose a roadmap for advancing non-coding rna research from preclinical models to clinical trials. addressing biological heterogeneity and delivery barriers will be pivotal to realizing the diagnostic and therapeutic promise of the non-coding transcriptome in neurodegenerative disease. collaboration across disciplines and rigorous clinical validation are",biorxiv,41599691.0
,The Expanding Role of Non-Coding RNAs in Neurodegenerative Diseases: From Biomarkers to Therapeutic Targets.,to prioritize therapeutic targets and propose a roadmap for advancing non-coding rna research from preclinical models to clinical trials. addressing biological heterogeneity and delivery barriers will be pivotal to realizing the diagnostic and therapeutic promise of the non-coding transcriptome in neurodegenerative disease. collaboration across disciplines and rigorous clinical validation are urgently needed.,biorxiv,41599691.0
,"Clinical, imaging and blood biomarker outcomes in a Phase 3 clinical trial of tau aggregation inhibitor hydromethylthionine mesylate in mild cognitive impairment and mild to moderate dementia due to Alzheimer's disease.","hydromethylthionine mesylate (hmtm) targets tau pathology and has tau-independent symptomatic activity. to evaluate the safety and efficacy of hmtm in participants with mild cognitive impairment (mci) and mild to moderate dementia due to alzheimer s disease (ad). 82 centres in canada, european union, united kingdom and united states of america. a total of 598 amyloid -pet positive participants were included 44% (263) met clinical criteria for mci due to alzheimer s disease and 56% (335) were diagnosed with mild to moderate dementia due to ad. hmtm 16 mg day and 8 mg day were compared with methylthioninium chloride (mtc) 4 mg twice weekly, intended as an inactive urinary colourant to preserve blinding with respect to possible urinary discolouration caused by hmtm. hmtm and mtc were compared on cognitive and functional endpoints for the first 52 weeks followed by all receiving hmtm 16 mg day to 104 weeks in a modified delayed-start trial design. biomarker outcomes included change in plasma levels of neurofilament light chain (nfl), ptau217 and mri measures of grey matter atrophy. it was not possible to demonstrate significant differences on the co-primary clinical endpoints (adas-cog sub 11 sub and adcs-adl sub 23 sub ) at 52 weeks due",biorxiv,41570392.0
,"Clinical, imaging and blood biomarker outcomes in a Phase 3 clinical trial of tau aggregation inhibitor hydromethylthionine mesylate in mild cognitive impairment and mild to moderate dementia due to Alzheimer's disease.","delayed-start trial design. biomarker outcomes included change in plasma levels of neurofilament light chain (nfl), ptau217 and mri measures of grey matter atrophy. it was not possible to demonstrate significant differences on the co-primary clinical endpoints (adas-cog sub 11 sub and adcs-adl sub 23 sub ) at 52 weeks due to symptomatic activity in the control arm. in participants with mci, statistically significant differences in cognitive decline (adas-cog sub 13 sub ) emerged at 78 weeks (p 0 0291) and 104 weeks (p 0 0308) between early- and delayed-start hmtm 16 mg day in analyses specified prior to the 24-month database lock. statistically significant cognitive improvement over baseline score was sustained for 78 weeks in the early start mci group, with no significant cognitive or functional decline to 104 weeks. there was a significant reduction in progression of neurodegeneration measured by nfl change (p 0 0291) at 52 weeks in the whole population, consistent with significant reductions in progression of grey matter atrophy at 52 and 104 weeks, and a reduction in progression of tau pathology (ptau217, p 0 0165) in mci. headache (1 5%) and diarrhoea (1 2%) were the most frequent adverse effects. although hmtm 16 mg day",biorxiv,41570392.0
,"Clinical, imaging and blood biomarker outcomes in a Phase 3 clinical trial of tau aggregation inhibitor hydromethylthionine mesylate in mild cognitive impairment and mild to moderate dementia due to Alzheimer's disease.","the whole population, consistent with significant reductions in progression of grey matter atrophy at 52 and 104 weeks, and a reduction in progression of tau pathology (ptau217, p 0 0165) in mci. headache (1 5%) and diarrhoea (1 2%) were the most frequent adverse effects. although hmtm 16 mg day arrested progression of neurodegeneration and reduced grey matter atrophy at 52 weeks, symptomatic activity in the control arm precluded separation of treatment arms at 52 weeks on primary clinical endpoints. in participants with mci, significant clinical separation was seen only at 78 and 104 weeks. this effect has been confirmed in a further study. hmtm was well tolerated and has the potential to offer an accessible oral treatment option with a benign safety profile which could be delivered with minimal patient physician burden.",biorxiv,41570392.0
,Versatility of Transcranial Magnetic Stimulation: A Review of Diagnostic and Therapeutic Applications.,"transcranial magnetic stimulation (tms) is a non-invasive neuromodulation technique that utilizes magnetic fields to induce cortical electric currents, enabling both the measurement and modulation of neuronal activity. initially developed as a diagnostic tool, tms now serves dual roles in clinical neurology, offering insight into neurophysiological dysfunctions and the therapeutic modulation of abnormal cortical excitability. this review examines key tms outcome measures, including motor thresholds (mt), input-output (i o) curves, cortical silent periods (csp), and paired-pulse paradigms such as short-interval intracortical inhibition (sici), short-interval intracortical facilitation (sicf), intracortical facilitation (icf), long interval cortical inhibition (lici), interhemispheric inhibition (ihi), and short-latency afferent inhibition (sai). these biomarkers reflect underlying neurotransmitter systems and can aid in differentiating neurological conditions. diagnostic applications of tms are explored in parkinson s disease (pd), dystonia, essential tremor (et), alzheimer s disease (ad), and mild cognitive impairment (mci). each condition displays characteristic neurophysiological profiles, highlighting the potential for tms-derived biomarkers in early or differential diagnosis. therapeutically, repetitive tms (rtms) has shown promise in modulating cortical circuits and improving motor and cognitive symptoms. high- and low-frequency stimulation protocols have demonstrated efficacy in pd, dystonia, et, ad, and mci, targeting the specific cortical regions implicated in each disorder. moreover, the successful",biorxiv,41594822.0
,Versatility of Transcranial Magnetic Stimulation: A Review of Diagnostic and Therapeutic Applications.,"biomarkers in early or differential diagnosis. therapeutically, repetitive tms (rtms) has shown promise in modulating cortical circuits and improving motor and cognitive symptoms. high- and low-frequency stimulation protocols have demonstrated efficacy in pd, dystonia, et, ad, and mci, targeting the specific cortical regions implicated in each disorder. moreover, the successful application of tms in differentiating and treating ad and mci underscores its clinical utility and translational potential across all neurodegenerative conditions. as research advances, increased attention and investment in tms could facilitate similar diagnostic and therapeutic breakthroughs for other neurological disorders that currently lack robust tools for early detection and effective intervention. moreover, this review also aims to underscore the importance of maintaining standardized tms protocols. by highlighting inconsistencies and variability in outcomes across studies, we emphasize that careful methodological design is critical for ensuring the reproducibility, comparability, and reliable interpretation of tms findings. in summary, this review emphasizes the value of tms as a distinctive, non-invasive approach to probing brain function and highlights its considerable promise as both a diagnostic and therapeutic modality in neurology-roles that are often considered separately.",biorxiv,41594822.0
,Versatility of Transcranial Magnetic Stimulation: A Review of Diagnostic and Therapeutic Applications.,"value of tms as a distinctive, non-invasive approach to probing brain function and highlights its considerable promise as both a diagnostic and therapeutic modality in neurology-roles that are often considered separately.",biorxiv,41594822.0
,Mechanism of Exercise-Regulated Intestinal Flora for Alzheimer's Disease Based on Gut-Brain Axis.,"alzheimer s disease (ad) is a chronic neurodegenerative disorder characterized by progressive loss of cognitive function. its main pathological features include accumulation of amyloid-beta (a ) plaques, excessive phosphorylation of microtubule-associated protein tau (tau protein), and neuroinflammation. in recent years, studies have confirmed intestinal flora is closely connected to ad. gut-brain axis has an important part in ad. intestinal flora can achieve signal communication between gut and brain through metabolic, immune, neural, and endocrine pathways, thereby slowing down ad. it has been discovered that exercise is not only beneficial to physical health but also has a positive impact on the brain function. in recent years, more and more studies have found exercise can alleviate ad through the following four major pathways regulating the diversity of intestinal flora, strengthening the blood-brain barrier (bbb), regulating immune homeostasis, and upregulating the brain-derived neurotrophic factor (bdnf). in this review, we have summarized intestinal flora in ad and systematically expounded potential regulatory pathways of exercise in modulating intestinal flora for ad. this provides a more theoretical basis for subsequent research targeting gut-brain axis to regulate ad. at the same time, this review also summarizes differences in different exercise types on improving intestinal flora for alleviating",biorxiv,41599867.0
,Mechanism of Exercise-Regulated Intestinal Flora for Alzheimer's Disease Based on Gut-Brain Axis.,"in ad and systematically expounded potential regulatory pathways of exercise in modulating intestinal flora for ad. this provides a more theoretical basis for subsequent research targeting gut-brain axis to regulate ad. at the same time, this review also summarizes differences in different exercise types on improving intestinal flora for alleviating ad, providing new ideas and strategies for ad.",biorxiv,41599867.0
,"High Prevalence of Probable Sarcopenia and Its Associations with Nutrition, Cognitive, and Physical Function in Hospitalized Patients with Alzheimer's Clinical Syndrome: A Cross-Sectional Study.","probable sarcopenia, indicated by low handgrip strength, is a prevalent condition among hospitalized older adults and may reflect broader functional and nutritional decline. we examined differences in nutritional, functional, and cognitive status between alzheimer s clinical syndrome (acs) patients with probable sarcopenia and those without sarcopenia. a cross-sectional analysis was conducted on 194 hospitalized older adults with acs. probable sarcopenia was defined using european working group on sarcopenia in older people (ewgsop2) handgrip strength thresholds. patients with probable sarcopenia ( i n i 137) had significantly lower mini-mental state examination (mmse) scores, geriatric nutritional risk index (gnri), albumin, hemoglobin, and gait speed compared to those without. after age and sex adjustment, mmse ( i p i 0.023), gnri ( i p i 0.002), hemoglobin ( i p i 0.022), albumin ( i p i 0.003), and gait speed ( i p i 0.001) remained significantly different. in the sex- and age-adjusted multivariable model (adjusted r sup 2 sup 0.442), higher nutritional risk ( 0.26, i p i 0.001), lower mmse scores ( 0.17, i p i 0.029), polypharmacy ( -4.20, i p i 0.002), and slower gait speed ( 4.12, i p i 0.010) were associated with reduced handgrip strength.",biorxiv,41599960.0
,"High Prevalence of Probable Sarcopenia and Its Associations with Nutrition, Cognitive, and Physical Function in Hospitalized Patients with Alzheimer's Clinical Syndrome: A Cross-Sectional Study.","age-adjusted multivariable model (adjusted r sup 2 sup 0.442), higher nutritional risk ( 0.26, i p i 0.001), lower mmse scores ( 0.17, i p i 0.029), polypharmacy ( -4.20, i p i 0.002), and slower gait speed ( 4.12, i p i 0.010) were associated with reduced handgrip strength. in the multivariable binary logistic regression model (adjusted for age and sex), moderate or high nutritional risk and slow gait speed emerged as independent predictors of probable sarcopenia, with or 5.14 (95% ci 1.34-19.75 i p i 0.017) and or 3.13 (95% ci 1.30-7.52 i p i 0.011), respectively. probable sarcopenia in hospitalized older adults with acs is highly prevalent and is associated with higher nutritional risk, poorer cognitive and physical function, and polypharmacy its early recognition may help to guide more targeted nutritional and functional interventions.",biorxiv,41599960.0
,Targeting the Gut Microbiota: Mechanistic Investigation of Polyphenol Modulation of the Gut-Brain Axis in Alzheimer's Disease.,"alzheimer s disease (ad) represents an increasingly severe global health challenge. recently, the role of the gut-brain axis in ad pathogenesis has garnered significant attention. dysbiosis of the gut microbiota can exacerbate core pathologies such as neuroinflammation, amyloid beta (a ) deposition, and tau hyperphosphorylation through neural, endocrine, and immune pathways. polyphenolic compounds have emerged as a focal point in neuroprotective research owing to their pronounced anti-inflammatory and antioxidant properties. notably, polyphenols exert effects not only by directly influencing the central nervous system (cns) but also through indirectly modulating the composition and function of the gut microbiota, thereby impacting bidirectional gut-brain communication. this dual mechanism offers a potential avenue for their application in the prevention and treatment of ad. this review aims to compile recent research on the relationship between polyphenols and the gut microbiota. we assessed the literature from pubmed, google scholar, and web of science databases, published from the establishment of the database to 24 november 2025. the keywords used include polyphenols , gut-brain axis , gut microbiota , alzheimer s disease , epigallocatechin gallate , quercetin , curcumin , ferulic acid , resveratrol , anthocyanin , myricetin , chlorogenic acid , etc. this review discusses the various",biorxiv,41596255.0
,Targeting the Gut Microbiota: Mechanistic Investigation of Polyphenol Modulation of the Gut-Brain Axis in Alzheimer's Disease.,"the establishment of the database to 24 november 2025. the keywords used include polyphenols , gut-brain axis , gut microbiota , alzheimer s disease , epigallocatechin gallate , quercetin , curcumin , ferulic acid , resveratrol , anthocyanin , myricetin , chlorogenic acid , etc. this review discusses the various mechanisms by which polyphenols influence ad through modulating the gut microbiota. polyphenols and gut microbiota exhibit critical bidirectional interactions. on one hand, the bioavailability and activity of polyphenols are highly dependent on metabolic conversion by gut microbiota. on the other hand, polyphenols selectively promote the proliferation of beneficial bacteria such as bifidobacteria and lactobacilli like prebiotics, while inhibiting the growth of pathogenic bacteria. this reshapes the intestinal microecology, enhances barrier function, and regulates beneficial metabolites. utilizing a nanotechnology-based drug delivery system, the pharmacokinetic stability and brain targeting efficacy of polyphenols can be significantly enhanced, providing innovative opportunities for the targeted prevention and management of ad.",biorxiv,41596255.0
,Targeting the Gut Microbiota: Mechanistic Investigation of Polyphenol Modulation of the Gut-Brain Axis in Alzheimer's Disease.,prevention and management of ad.,biorxiv,41596255.0
,Cell type-specific gene regulatory atlas prioritizes drug targets and repurposable medicines in Alzheimer's disease.,"alzheimer s disease (ad) is a complex and poorly understood neurodegenerative disorder that lacks sufficiently effective treatments. computational and integrative analyses that leverage multiomics data provide a promising strategy to uncover disease mechanisms and identify therapeutic opportunities. here, we develop a cell type-specific regulatory atlas of the human middle temporal gyrus via leveraging single-nucleus rna-seq (1,197,032 nuclei) and atac-seq (740,875 nuclei) datasets from 84 donors across four stages of ad neuropathological change (adnc). we observe differential gene expression for six major cell types intensified at severe adnc. integrating peak-to-gene linkages and motif enrichment analyses, we reconstruct transcription factor (tf)-target gene networks across six major brain cell types. by integrating genome-wide association study (gwas) loci with cell type-specific i cis i -regulatory dna elements (cres), we pinpoint 141 adnc-associated genes. using gene set enrichment analysis (gsea) and network proximity analysis, we further identify nine candidate repurposable drugs that were associated with these adnc-related genes. in summary, this cell type-specific multiomics atlas provides a comprehensive resource for mechanistic understanding, target prioritization, and therapeutic hypothesis generation in ad and ad-related dementia if broadly applied.",biorxiv,41565468.0
,Cell type-specific gene regulatory atlas prioritizes drug targets and repurposable medicines in Alzheimer's disease.,"these adnc-related genes. in summary, this cell type-specific multiomics atlas provides a comprehensive resource for mechanistic understanding, target prioritization, and therapeutic hypothesis generation in ad and ad-related dementia if broadly applied.",biorxiv,41565468.0
